tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol
10/13/2021,2021,10,Jakarta Selatan,2471,393,27,24,Cerah,Pagi,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang 4,Perempuan,26-45,Tidak
4/17/2025,2025,04,Semarang,3108,446,22,18,Hujan,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Simpang T,Perempuan,>50,Tidak
8/19/2021,2021,08,Jakarta Timur,2480,348,21,6,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Kota,Berlubang,40-60,Tikungan,Perempuan,>50,Ya
4/12/2022,2022,04,Yogyakarta,3151,296,26,43,Hujan,Pagi,Bus,Rem Blong,Jalan Kota,Berlubang,40-60,Simpang Y,Laki-laki,26-45,Ya
5/23/2025,2025,05,Jakarta Selatan,3855,178,24,17,Hujan,Dini Hari,Bus,Kurang Jarak Aman,Jalan Provinsi,Baik,40-60,Simpang Y,Laki-laki,>50,Ya
8/22/2021,2021,08,Jakarta Selatan,4230,342,24,1,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,<17,Tidak
4/13/2021,2021,04,Yogyakarta,1072,284,21,20,Hujan,Malam,Mobil,Rem Blong,Jalan Nasional,Berlubang,40-60,Simpang T,Perempuan,17-25,Tidak
7/17/2022,2022,07,Palembang,1349,228,24,60,Hujan,Siang,Bus,Kondisi Jalan,Jalan Kota,Berlubang,>60,Simpang Y,Perempuan,26-45,Tidak
11/13/2023,2023,11,Bekasi,2221,214,29,45,Cerah,Malam,Mobil,Rem Blong,Jalan Kota,Baik,40-60,Simpang Y,Laki-laki,<17,Ya
6/25/2025,2025,06,Medan,2811,260,21,27,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Rusak,40-60,Simpang T,Perempuan,<17,Ya
4/22/2023,2023,04,Bandung,2453,132,30,52,Cerah,Malam,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang Y,Laki-laki,<17,Tidak
4/14/2022,2022,04,Semarang,1996,309,22,12,Hujan,Malam,Truk,Kondisi Jalan,Jalan Kota,Berlubang,<40,Simpang Y,Laki-laki,>50,Tidak
4/14/2025,2025,04,Jakarta Timur,2873,397,20,8,Hujan,Pagi,Bus,Rem Blong,Jalan Kota,Rusak,<40,Simpang T,Perempuan,>50,Ya
11/17/2021,2021,11,Jakarta Selatan,2689,313,20,28,Cerah,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Tikungan,Perempuan,17-25,Ya
7/30/2022,2022,07,Semarang,4166,338,21,24,Cerah,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,>60,Simpang T,Laki-laki,<17,Tidak
2/2/2021,2021,02,Semarang,3216,443,25,25,Hujan,Pagi,Motor,Rem Blong,Jalan Provinsi,Baik,<40,Simpang T,Laki-laki,17-25,Ya
12/2/2023,2023,12,Jakarta Timur,3303,222,23,22,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,<40,Lurus,Perempuan,17-25,Tidak
9/20/2023,2023,09,Jakarta Selatan,4021,127,28,16,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Rusak,>60,Simpang Y,Perempuan,>50,Tidak
11/6/2024,2024,11,Bandung,3691,114,30,23,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Provinsi,Baik,>60,Simpang T,Laki-laki,<17,Tidak
6/29/2024,2024,06,Palembang,1520,290,27,44,Cerah,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,<17,Tidak
4/7/2025,2025,04,Bandung,1573,307,25,13,Cerah,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Simpang 4,Laki-laki,<17,Ya
7/4/2023,2023,07,Medan,2493,434,22,35,Hujan,Dini Hari,Truk,Rem Blong,Jalan Provinsi,Rusak,<40,Tikungan,Perempuan,>50,Ya
11/20/2025,2025,11,Makassar,3707,163,20,10,Hujan,Pagi,Motor,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Simpang 4,Laki-laki,17-25,Tidak
10/14/2021,2021,10,Yogyakarta,4084,124,28,17,Hujan,Pagi,Bus,Kecepatan Berlebih,Jalan Kota,Rusak,>60,Simpang 4,Perempuan,17-25,Tidak
8/16/2022,2022,08,Bandung,1356,365,29,47,Cerah,Malam,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,>50,Tidak
12/22/2024,2024,12,Jakarta Selatan,4090,132,27,25,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Tikungan,Perempuan,>50,Ya
10/23/2022,2022,10,Surabaya,2549,140,20,20,Hujan,Pagi,Truk,Kelalaian Pengemudi,Jalan Provinsi,Baik,<40,Simpang Y,Laki-laki,<17,Ya
8/3/2023,2023,08,Bekasi,1939,113,26,65,Cerah,Pagi,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,>50,Tidak
10/28/2025,2025,10,Yogyakarta,2646,423,21,38,Hujan,Dini Hari,Mobil,Kecepatan Berlebih,Jalan Kota,Baik,<40,Lurus,Laki-laki,26-45,Ya
10/6/2023,2023,10,Bandung,4494,197,26,5,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Simpang Y,Laki-laki,26-45,Ya
12/20/2024,2024,12,Palembang,3959,192,26,35,Hujan,Malam,Motor,Rem Blong,Jalan Provinsi,Rusak,<40,Simpang T,Laki-laki,<17,Ya
2/11/2025,2025,02,Makassar,4815,301,27,12,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,>60,Simpang 4,Perempuan,>50,Ya
12/24/2024,2024,12,Semarang,3378,157,24,22,Hujan,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,<40,Tikungan,Laki-laki,<17,Ya
6/15/2023,2023,06,Bekasi,1567,364,24,18,Cerah,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Provinsi,Baik,40-60,Simpang Y,Laki-laki,<17,Tidak
8/23/2025,2025,08,Makassar,4505,405,20,9,Hujan,Pagi,Truk,Rem Blong,Jalan Kota,Berlubang,40-60,Tikungan,Laki-laki,<17,Tidak
2/19/2025,2025,02,Bandung,3986,365,28,38,Hujan,Malam,Bus,Kondisi Jalan,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,26-45,Ya
3/31/2022,2022,03,Bekasi,2575,381,22,8,Hujan,Dini Hari,Motor,Rem Blong,Jalan Provinsi,Rusak,40-60,Lurus,Perempuan,17-25,Tidak
8/12/2022,2022,08,Jakarta Selatan,4743,409,24,50,Cerah,Siang,Mobil,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Lurus,Perempuan,17-25,Tidak
7/18/2023,2023,07,Jakarta Selatan,2080,231,23,48,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,40-60,Simpang 4,Perempuan,>50,Tidak
1/23/2023,2023,01,Makassar,4429,388,20,3,Cerah,Pagi,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Lurus,Perempuan,26-45,Tidak
1/15/2024,2024,01,Jakarta Timur,4665,198,24,65,Cerah,Malam,Mobil,Kondisi Jalan,Jalan Kota,Berlubang,<40,Tikungan,Laki-laki,>50,Tidak
1/7/2023,2023,01,Medan,1010,445,23,22,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang 4,Perempuan,<17,Tidak
7/11/2023,2023,07,Surabaya,4982,233,26,7,Cerah,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Baik,>60,Lurus,Laki-laki,>50,Ya
5/19/2023,2023,05,Jakarta Selatan,4320,430,28,51,Cerah,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,26-45,Ya
2/12/2024,2024,02,Bandung,1625,430,23,11,Cerah,Malam,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Tikungan,Laki-laki,17-25,Ya
4/3/2023,2023,04,Surabaya,4063,240,25,14,Cerah,Dini Hari,Bus,Rem Blong,Jalan Kota,Baik,<40,Simpang T,Laki-laki,>50,Tidak
6/30/2024,2024,06,Jakarta Selatan,2611,120,26,28,Cerah,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Simpang T,Laki-laki,>50,Tidak
2/16/2023,2023,02,Palembang,1729,208,21,10,Cerah,Dini Hari,Bus,Kondisi Jalan,Jalan Nasional,Baik,40-60,Simpang T,Laki-laki,17-25,Ya
2/13/2023,2023,02,Yogyakarta,4256,174,24,57,Hujan,Malam,Motor,Kelalaian Pengemudi,Jalan Provinsi,Baik,<40,Lurus,Perempuan,>50,Tidak
12/21/2022,2022,12,Palembang,3319,417,24,9,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,>60,Tikungan,Perempuan,17-25,Ya
1/23/2025,2025,01,Makassar,2721,236,21,13,Hujan,Pagi,Motor,Rem Blong,Jalan Nasional,Berlubang,40-60,Tikungan,Perempuan,>50,Tidak
1/6/2025,2025,01,Palembang,2250,278,20,38,Cerah,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang 4,Perempuan,26-45,Ya
6/8/2022,2022,06,Semarang,4547,342,28,23,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Simpang Y,Perempuan,17-25,Tidak
9/17/2023,2023,09,Bandung,4587,222,22,6,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Simpang Y,Perempuan,17-25,Ya
12/30/2022,2022,12,Bekasi,1113,121,27,35,Cerah,Siang,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Simpang Y,Perempuan,26-45,Tidak
1/3/2022,2022,01,Medan,2860,170,28,8,Hujan,Malam,Mobil,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang Y,Laki-laki,<17,Tidak
4/3/2023,2023,04,Jakarta Timur,4735,406,26,7,Hujan,Malam,Mobil,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Simpang Y,Laki-laki,>50,Ya
3/14/2023,2023,03,Bandung,4866,204,29,12,Cerah,Siang,Bus,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Tikungan,Laki-laki,26-45,Ya
12/17/2021,2021,12,Yogyakarta,3821,321,22,30,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Nasional,Berlubang,<40,Simpang Y,Perempuan,>50,Tidak
6/15/2021,2021,06,Yogyakarta,1834,389,20,28,Hujan,Pagi,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,26-45,Tidak
11/5/2022,2022,11,Palembang,4548,389,20,34,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Provinsi,Baik,40-60,Simpang Y,Perempuan,17-25,Tidak
1/31/2022,2022,01,Bandung,2306,220,29,21,Hujan,Malam,Motor,Rem Blong,Jalan Provinsi,Baik,>60,Lurus,Laki-laki,>50,Tidak
12/6/2021,2021,12,Makassar,4440,375,22,4,Hujan,Siang,Mobil,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Simpang 4,Laki-laki,>50,Tidak
1/18/2024,2024,01,Semarang,1739,475,25,15,Hujan,Dini Hari,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,<40,Simpang T,Laki-laki,>50,Ya
6/22/2023,2023,06,Palembang,4128,206,29,19,Hujan,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Baik,<40,Simpang Y,Laki-laki,>50,Ya
4/25/2023,2023,04,Surabaya,4175,374,21,0,Hujan,Malam,Bus,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Simpang T,Perempuan,26-45,Tidak
9/14/2022,2022,09,Yogyakarta,2123,267,24,3,Cerah,Pagi,Motor,Rem Blong,Jalan Kota,Baik,<40,Simpang 4,Laki-laki,>50,Tidak
10/25/2023,2023,10,Makassar,3024,297,21,22,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Lurus,Laki-laki,26-45,Tidak
4/11/2023,2023,04,Palembang,1757,279,20,38,Cerah,Dini Hari,Mobil,Rem Blong,Jalan Kota,Berlubang,>60,Tikungan,Perempuan,17-25,Tidak
10/3/2024,2024,10,Semarang,1050,198,23,49,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Simpang 4,Perempuan,>50,Ya
11/17/2021,2021,11,Jakarta Selatan,2230,147,20,28,Cerah,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang 4,Laki-laki,17-25,Ya
12/25/2022,2022,12,Semarang,3722,453,23,8,Hujan,Dini Hari,Truk,Rem Blong,Jalan Provinsi,Rusak,>60,Lurus,Laki-laki,>50,Ya
11/3/2025,2025,11,Jakarta Selatan,2102,195,30,6,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Provinsi,Rusak,>60,Simpang 4,Laki-laki,17-25,Ya
6/17/2023,2023,06,Makassar,4427,338,22,3,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Baik,40-60,Tikungan,Laki-laki,17-25,Ya
7/7/2025,2025,07,Palembang,3633,148,26,27,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Simpang T,Perempuan,<17,Tidak
10/31/2025,2025,10,Yogyakarta,1122,162,24,19,Hujan,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,<40,Simpang T,Laki-laki,>50,Tidak
1/31/2022,2022,01,Semarang,3839,398,20,10,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang Y,Perempuan,26-45,Ya
4/16/2024,2024,04,Yogyakarta,1841,112,22,51,Hujan,Malam,Motor,Rem Blong,Jalan Provinsi,Baik,<40,Simpang T,Perempuan,17-25,Ya
1/27/2021,2021,01,Jakarta Selatan,1322,265,22,9,Cerah,Pagi,Motor,Rem Blong,Jalan Provinsi,Berlubang,40-60,Simpang Y,Perempuan,17-25,Ya
12/12/2021,2021,12,Surabaya,1087,309,27,43,Hujan,Siang,Motor,Kelalaian Pengemudi,Jalan Kota,Rusak,<40,Lurus,Laki-laki,17-25,Tidak
6/3/2024,2024,06,Semarang,2326,332,21,40,Cerah,Pagi,Motor,Rem Blong,Jalan Provinsi,Berlubang,>60,Lurus,Laki-laki,17-25,Tidak
6/30/2023,2023,06,Jakarta Timur,2601,417,20,7,Cerah,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,40-60,Simpang T,Laki-laki,17-25,Tidak
4/7/2022,2022,04,Bekasi,2440,295,30,4,Hujan,Siang,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,>60,Simpang 4,Laki-laki,17-25,Tidak
9/12/2023,2023,09,Jakarta Selatan,1521,473,26,26,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Simpang Y,Perempuan,17-25,Ya
9/7/2024,2024,09,Yogyakarta,2883,342,29,10,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang Y,Perempuan,17-25,Tidak
7/15/2023,2023,07,Surabaya,4392,347,26,32,Hujan,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Lurus,Perempuan,<17,Tidak
9/19/2022,2022,09,Makassar,1080,179,27,8,Hujan,Siang,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,17-25,Ya
8/19/2022,2022,08,Semarang,3500,348,22,60,Cerah,Siang,Truk,Rem Blong,Jalan Provinsi,Berlubang,40-60,Tikungan,Laki-laki,<17,Ya
8/29/2023,2023,08,Jakarta Timur,4871,387,30,4,Cerah,Pagi,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Simpang 4,Perempuan,>50,Tidak
3/31/2025,2025,03,Makassar,2089,213,24,10,Hujan,Siang,Bus,Kelalaian Pengemudi,Jalan Nasional,Berlubang,40-60,Simpang T,Perempuan,17-25,Tidak
7/21/2023,2023,07,Makassar,4354,210,30,15,Hujan,Pagi,Truk,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Simpang 4,Perempuan,<17,Tidak
8/20/2023,2023,08,Semarang,2322,254,21,3,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,17-25,Ya
3/30/2023,2023,03,Bekasi,3749,297,22,45,Cerah,Malam,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,>60,Lurus,Laki-laki,26-45,Tidak
7/13/2024,2024,07,Jakarta Timur,1284,431,22,4,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Kota,Rusak,<40,Simpang Y,Laki-laki,<17,Ya
4/22/2022,2022,04,Jakarta Selatan,3512,257,23,35,Hujan,Malam,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,>50,Tidak
4/23/2021,2021,04,Semarang,2624,332,22,38,Hujan,Siang,Truk,Kondisi Jalan,Jalan Kota,Baik,40-60,Lurus,Perempuan,26-45,Tidak
12/9/2025,2025,12,Bandung,2901,191,24,7,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Rusak,>60,Simpang T,Perempuan,26-45,Tidak
2/9/2021,2021,02,Makassar,1107,319,20,12,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,<40,Simpang 4,Laki-laki,>50,Tidak
8/12/2021,2021,08,Jakarta Timur,3283,378,27,16,Hujan,Malam,Motor,Kondisi Jalan,Jalan Nasional,Baik,<40,Simpang T,Perempuan,>50,Tidak
2/26/2022,2022,02,Medan,1370,246,23,21,Cerah,Siang,Truk,Rem Blong,Jalan Kota,Berlubang,40-60,Simpang Y,Perempuan,17-25,Ya
6/4/2021,2021,06,Bandung,1975,283,29,16,Cerah,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Berlubang,40-60,Lurus,Perempuan,26-45,Tidak
7/25/2024,2024,07,Medan,3970,352,24,14,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,26-45,Tidak
6/14/2025,2025,06,Yogyakarta,2951,499,22,15,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Provinsi,Rusak,<40,Simpang Y,Laki-laki,17-25,Ya
4/25/2021,2021,04,Surabaya,3475,397,29,40,Cerah,Malam,Bus,Kurang Jarak Aman,Jalan Kota,Baik,>60,Tikungan,Laki-laki,>50,Tidak
8/28/2025,2025,08,Surabaya,1159,479,25,11,Cerah,Siang,Truk,Kondisi Jalan,Jalan Kota,Rusak,40-60,Simpang 4,Perempuan,>50,Tidak
12/18/2023,2023,12,Bandung,3821,265,27,7,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Simpang 4,Laki-laki,>50,Tidak
4/8/2025,2025,04,Bekasi,4159,428,27,39,Hujan,Dini Hari,Motor,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang T,Laki-laki,17-25,Tidak
5/6/2024,2024,05,Bandung,3421,139,23,71,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,>60,Simpang Y,Laki-laki,<17,Tidak
11/15/2021,2021,11,Makassar,3165,165,26,32,Hujan,Dini Hari,Motor,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang Y,Perempuan,>50,Tidak
12/31/2025,2025,12,Yogyakarta,2165,277,21,4,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Simpang Y,Perempuan,17-25,Tidak
9/25/2022,2022,09,Palembang,4943,301,22,26,Hujan,Siang,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Simpang 4,Perempuan,>50,Tidak
4/22/2021,2021,04,Bandung,3912,107,23,14,Cerah,Siang,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,40-60,Simpang T,Laki-laki,26-45,Tidak
10/1/2024,2024,10,Makassar,3739,245,24,6,Hujan,Pagi,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Lurus,Perempuan,26-45,Tidak
9/4/2023,2023,09,Palembang,3583,409,24,19,Hujan,Pagi,Mobil,Kondisi Jalan,Jalan Kota,Baik,>60,Tikungan,Laki-laki,17-25,Tidak
12/1/2021,2021,12,Palembang,3083,219,30,27,Hujan,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Rusak,>60,Lurus,Laki-laki,26-45,Tidak
4/24/2025,2025,04,Semarang,2050,140,23,10,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang Y,Perempuan,26-45,Ya
7/24/2025,2025,07,Makassar,2038,188,23,18,Cerah,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Lurus,Laki-laki,26-45,Ya
12/7/2023,2023,12,Medan,2542,354,26,40,Cerah,Malam,Mobil,Rem Blong,Jalan Kota,Baik,<40,Simpang T,Laki-laki,17-25,Tidak
9/5/2024,2024,09,Makassar,1094,197,25,4,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Kota,Berlubang,40-60,Tikungan,Laki-laki,>50,Ya
2/13/2023,2023,02,Jakarta Selatan,3040,378,24,25,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Baik,40-60,Lurus,Laki-laki,17-25,Tidak
1/24/2024,2024,01,Bandung,1156,185,22,18,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Lurus,Laki-laki,17-25,Ya
5/24/2023,2023,05,Jakarta Timur,3802,227,21,1,Cerah,Pagi,Truk,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,17-25,Tidak
3/20/2021,2021,03,Semarang,4699,220,24,20,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,17-25,Ya
11/10/2025,2025,11,Yogyakarta,4644,340,26,15,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Simpang T,Laki-laki,>50,Tidak
6/22/2025,2025,06,Bandung,1298,218,25,22,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Kota,Rusak,>60,Simpang Y,Laki-laki,<17,Ya
8/3/2023,2023,08,Semarang,2059,166,23,9,Cerah,Dini Hari,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,40-60,Lurus,Perempuan,<17,Ya
10/26/2023,2023,10,Yogyakarta,2711,203,30,23,Hujan,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Lurus,Laki-laki,>50,Ya
9/20/2021,2021,09,Medan,4845,368,21,1,Hujan,Malam,Truk,Kondisi Jalan,Jalan Kota,Rusak,>60,Simpang Y,Perempuan,<17,Ya
7/19/2025,2025,07,Surabaya,4659,106,28,48,Cerah,Pagi,Truk,Kondisi Jalan,Jalan Nasional,Baik,>60,Lurus,Perempuan,26-45,Tidak
12/15/2023,2023,12,Palembang,2070,220,25,12,Hujan,Pagi,Bus,Kelalaian Pengemudi,Jalan Kota,Rusak,<40,Simpang T,Laki-laki,<17,Tidak
7/6/2023,2023,07,Surabaya,4979,430,20,7,Cerah,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Baik,<40,Simpang Y,Laki-laki,17-25,Ya
12/12/2024,2024,12,Surabaya,3602,246,25,21,Hujan,Siang,Truk,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Simpang Y,Laki-laki,26-45,Ya
8/5/2024,2024,08,Medan,3541,147,30,40,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Lurus,Perempuan,>50,Ya
6/29/2025,2025,06,Bekasi,2142,184,21,14,Hujan,Pagi,Motor,Rem Blong,Jalan Provinsi,Berlubang,40-60,Simpang 4,Laki-laki,17-25,Tidak
12/27/2021,2021,12,Surabaya,1782,253,29,23,Cerah,Siang,Truk,Rem Blong,Jalan Nasional,Rusak,<40,Simpang Y,Laki-laki,26-45,Tidak
9/18/2023,2023,09,Makassar,3917,494,30,12,Cerah,Malam,Motor,Kelalaian Pengemudi,Jalan Nasional,Berlubang,<40,Simpang Y,Laki-laki,17-25,Tidak
11/15/2024,2024,11,Jakarta Selatan,3132,483,20,12,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,17-25,Ya
12/12/2023,2023,12,Makassar,2737,386,21,32,Cerah,Dini Hari,Motor,Kondisi Jalan,Jalan Provinsi,Rusak,<40,Simpang T,Perempuan,<17,Ya
5/24/2024,2024,05,Bekasi,1227,462,25,17,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Nasional,Rusak,>60,Tikungan,Laki-laki,>50,Ya
3/11/2023,2023,03,Bekasi,4945,228,28,36,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Tikungan,Perempuan,17-25,Tidak
6/2/2023,2023,06,Makassar,4142,487,20,4,Cerah,Pagi,Bus,Rem Blong,Jalan Kota,Rusak,<40,Simpang Y,Laki-laki,>50,Tidak
5/13/2021,2021,05,Yogyakarta,2393,192,20,36,Cerah,Siang,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,>50,Ya
9/18/2023,2023,09,Yogyakarta,3255,490,29,39,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Tikungan,Laki-laki,26-45,Ya
5/5/2024,2024,05,Bandung,2870,287,25,71,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,26-45,Tidak
8/31/2024,2024,08,Makassar,3870,223,27,14,Hujan,Pagi,Motor,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,<17,Ya
12/6/2021,2021,12,Bandung,4363,149,29,15,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Simpang T,Laki-laki,>50,Tidak
7/29/2022,2022,07,Surabaya,3295,124,23,32,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Nasional,Baik,>60,Tikungan,Perempuan,26-45,Ya
4/9/2022,2022,04,Palembang,2051,243,27,0,Hujan,Siang,Truk,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Lurus,Laki-laki,<17,Tidak
2/6/2024,2024,02,Semarang,4588,447,21,24,Cerah,Pagi,Motor,Kelalaian Pengemudi,Jalan Kota,Rusak,>60,Simpang T,Perempuan,17-25,Tidak
6/2/2025,2025,06,Jakarta Barat,2620,321,24,29,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,17-25,Ya
1/19/2023,2023,01,Jakarta Barat,1095,171,23,2,Cerah,Dini Hari,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,>60,Simpang Y,Perempuan,<17,Ya
