tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol,jenis_angkutan,status_kecelakaan,status_korban,eligible_santunan,dasar_hukum,jenis_santunan,estimasi_biaya_santunan
10/16/2022,2022,10,Bekasi,512,148,24,21,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang Y,Perempuan,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
2/18/2024,2024,2,Palembang,591,130,20,45,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,8400000000
2/11/2021,2021,2,Jakarta Selatan,198,361,25,62,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20540000000
11/5/2024,2024,11,Makassar,798,335,28,40,Cerah,Malam,Bus,Rem Blong,Jalan Nasional,Rusak,<40,Simpang 4,Perempuan,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,18950000000
1/13/2023,2023,1,Makassar,441,194,23,55,Hujan,Dini Hari,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11950000000
9/20/2022,2022,9,Makassar,514,448,22,28,Hujan,Malam,Truk,Kelalaian Pengemudi,Jalan Provinsi,Baik,40-60,Tikungan,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,24060000000
2/25/2024,2024,2,Jakarta Selatan,547,305,26,7,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang Y,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16690000000
2/15/2025,2025,2,Bandung,756,174,25,9,Hujan,Malam,Truk,Rem Blong,Jalan Kota,Rusak,<40,Simpang T,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10130000000
4/2/2023,2023,4,Surabaya,560,257,29,0,Hujan,Malam,Bus,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Simpang T,Laki-laki,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,14300000000
10/28/2025,2025,10,Bekasi,853,153,30,3,Cerah,Dini Hari,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang Y,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
10/20/2022,2022,10,Jakarta Selatan,437,347,28,29,Hujan,Siang,Truk,Kelalaian Pengemudi,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19330000000
4/21/2023,2023,4,Makassar,436,184,22,2,Cerah,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,40-60,Simpang T,Perempuan,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/30/2025,2025,1,Jakarta Timur,676,257,21,9,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Provinsi,Rusak,<40,Lurus,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
7/26/2021,2021,7,Makassar,328,233,25,5,Hujan,Pagi,Truk,Kondisi Jalan,Jalan Provinsi,Baik,40-60,Lurus,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13000000000
7/30/2023,2023,7,Makassar,469,493,21,10,Hujan,Pagi,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,>60,Lurus,Perempuan,26-45,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,25900000000
8/8/2021,2021,8,Surabaya,392,387,30,69,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Simpang T,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22230000000
7/9/2024,2024,7,Palembang,614,118,25,15,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
7/15/2021,2021,7,Medan,243,494,23,52,Cerah,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Simpang 4,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/10/2023,2023,9,Palembang,560,500,29,8,Hujan,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Simpang T,Perempuan,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,26610000000
6/15/2024,2024,6,Palembang,916,222,28,44,Cerah,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,<40,Simpang Y,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13380000000
9/16/2025,2025,9,Jakarta Selatan,863,368,25,40,Hujan,Malam,Bus,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,20450000000
3/16/2024,2024,3,Bandung,576,106,24,38,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Provinsi,Rusak,<40,Tikungan,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7260000000
9/7/2025,2025,9,Yogyakarta,836,172,27,40,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Tikungan,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
5/25/2024,2024,5,Jakarta Selatan,642,279,20,3,Hujan,Malam,Motor,Kelalaian Pengemudi,Jalan Kota,Baik,<40,Simpang 4,Laki-laki,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/30/2021,2021,4,Surabaya,211,141,24,27,Cerah,Siang,Mobil,Rem Blong,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8790000000
11/18/2023,2023,11,Jakarta Selatan,638,465,27,18,Cerah,Pagi,Truk,Kecepatan Berlebih,Jalan Kota,Baik,40-60,Lurus,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,24960000000
3/16/2022,2022,3,Jakarta Selatan,442,299,23,33,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Kota,Rusak,>60,Simpang Y,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16760000000
7/27/2025,2025,7,Surabaya,793,442,25,38,Cerah,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Simpang Y,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,24110000000
9/17/2025,2025,9,Medan,756,352,24,18,Hujan,Dini Hari,Motor,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang Y,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19160000000
10/12/2025,2025,10,Jakarta Selatan,806,315,21,24,Cerah,Malam,Mobil,Rem Blong,Jalan Kota,Rusak,<40,Simpang 4,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17280000000
10/8/2021,2021,10,Jakarta Selatan,341,283,23,24,Cerah,Pagi,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Lurus,Laki-laki,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,15780000000
10/15/2024,2024,10,Jakarta Selatan,784,296,30,42,Cerah,Siang,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,40-60,Lurus,Laki-laki,17-25,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,17140000000
8/22/2023,2023,8,Makassar,560,365,23,24,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19880000000
3/17/2022,2022,3,Surabaya,398,420,30,44,Hujan,Pagi,Motor,Kondisi Jalan,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/6/2024,2024,4,Bekasi,626,459,25,21,Hujan,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,24620000000
3/29/2025,2025,3,Jakarta Selatan,721,131,29,15,Cerah,Pagi,Bus,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Tikungan,Perempuan,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,8300000000
11/11/2023,2023,11,Yogyakarta,556,194,26,19,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Lurus,Perempuan,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/20/2025,2025,3,Makassar,651,300,26,27,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Tikungan,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16840000000
5/15/2023,2023,5,Medan,447,271,25,29,Hujan,Siang,Truk,Rem Blong,Jalan Kota,Rusak,40-60,Simpang Y,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15380000000
6/6/2022,2022,6,Bekasi,624,235,28,18,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Provinsi,Rusak,<40,Tikungan,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13510000000
1/11/2025,2025,1,Semarang,713,380,26,44,Cerah,Pagi,Mobil,Rem Blong,Jalan Nasional,Berlubang,40-60,Tikungan,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21180000000
4/15/2023,2023,4,Bandung,444,139,23,19,Hujan,Siang,Bus,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Tikungan,Laki-laki,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,8480000000
2/23/2025,2025,2,Jakarta Timur,754,463,26,24,Cerah,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang T,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,24930000000
7/16/2022,2022,7,Yogyakarta,366,389,29,14,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21180000000
12/17/2025,2025,12,Makassar,1127,203,24,13,Cerah,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Baik,<40,Simpang T,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11610000000
10/13/2021,2021,10,Jakarta Selatan,293,393,27,24,Cerah,Pagi,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang 4,Perempuan,26-45,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,21480000000
4/17/2025,2025,4,Semarang,806,446,22,18,Hujan,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Simpang T,Perempuan,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,23760000000
8/19/2021,2021,8,Jakarta Timur,299,348,21,6,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Kota,Berlubang,40-60,Tikungan,Perempuan,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,18570000000
4/12/2022,2022,4,Yogyakarta,374,296,26,43,Hujan,Pagi,Bus,Rem Blong,Jalan Kota,Berlubang,40-60,Simpang Y,Laki-laki,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,16960000000
5/23/2025,2025,5,Jakarta Selatan,688,178,24,17,Hujan,Dini Hari,Bus,Kurang Jarak Aman,Jalan Provinsi,Baik,40-60,Simpang Y,Laki-laki,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10440000000
8/22/2021,2021,8,Jakarta Selatan,280,342,24,1,Hujan,Siang,Mobil,Kondisi Jalan,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/13/2021,2021,4,Yogyakarta,237,284,21,20,Hujan,Malam,Mobil,Rem Blong,Jalan Nasional,Berlubang,40-60,Simpang T,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15650000000
7/17/2022,2022,7,Palembang,380,228,24,60,Hujan,Siang,Bus,Kondisi Jalan,Jalan Kota,Berlubang,>60,Simpang Y,Perempuan,26-45,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,13800000000
11/13/2023,2023,11,Bekasi,613,214,29,45,Cerah,Malam,Mobil,Rem Blong,Jalan Kota,Baik,40-60,Simpang Y,Laki-laki,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
6/25/2025,2025,6,Medan,1079,260,21,27,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Rusak,40-60,Simpang T,Perempuan,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,14590000000
4/22/2023,2023,4,Bandung,449,132,30,52,Cerah,Malam,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang Y,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/14/2022,2022,4,Semarang,368,309,22,12,Hujan,Malam,Truk,Kondisi Jalan,Jalan Kota,Berlubang,<40,Simpang Y,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16790000000
4/14/2025,2025,4,Jakarta Timur,742,397,20,8,Hujan,Pagi,Bus,Rem Blong,Jalan Kota,Rusak,<40,Simpang T,Perempuan,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,21010000000
11/17/2021,2021,11,Jakarta Selatan,371,313,20,28,Cerah,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Tikungan,Perempuan,17-25,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,17210000000
7/30/2022,2022,7,Semarang,395,338,21,24,Cerah,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,>60,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18430000000
2/2/2021,2021,2,Semarang,221,443,25,25,Hujan,Pagi,Motor,Rem Blong,Jalan Provinsi,Baik,<40,Simpang T,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23900000000
12/2/2023,2023,12,Jakarta Timur,812,222,23,22,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,<40,Lurus,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/20/2023,2023,9,Jakarta Selatan,597,127,28,16,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Rusak,>60,Simpang Y,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8070000000
11/6/2024,2024,11,Bandung,697,114,30,23,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Provinsi,Baik,>60,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7660000000
6/29/2024,2024,6,Palembang,767,290,27,44,Cerah,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16730000000
4/7/2025,2025,4,Bandung,753,307,25,13,Cerah,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Simpang 4,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16860000000
7/4/2023,2023,7,Medan,493,434,22,35,Hujan,Dini Hari,Truk,Rem Blong,Jalan Provinsi,Rusak,<40,Tikungan,Perempuan,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
11/20/2025,2025,11,Makassar,776,163,20,10,Hujan,Pagi,Motor,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Simpang 4,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,9350000000
10/14/2021,2021,10,Yogyakarta,416,124,28,17,Hujan,Pagi,Bus,Kecepatan Berlebih,Jalan Kota,Rusak,>60,Simpang 4,Perempuan,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,7940000000
8/16/2022,2022,8,Bandung,396,365,29,47,Cerah,Malam,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20640000000
12/22/2024,2024,12,Jakarta Selatan,944,132,27,25,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Tikungan,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8450000000
10/23/2022,2022,10,Surabaya,521,140,20,20,Hujan,Pagi,Truk,Kelalaian Pengemudi,Jalan Provinsi,Baik,<40,Simpang Y,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8400000000
8/3/2023,2023,8,Bekasi,580,113,26,65,Cerah,Pagi,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
10/28/2025,2025,10,Yogyakarta,900,423,21,38,Hujan,Dini Hari,Mobil,Kecepatan Berlebih,Jalan Kota,Baik,<40,Lurus,Laki-laki,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22960000000
10/6/2023,2023,10,Bandung,552,197,26,5,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Simpang Y,Laki-laki,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/20/2024,2024,12,Palembang,1021,192,26,35,Hujan,Malam,Motor,Rem Blong,Jalan Provinsi,Rusak,<40,Simpang T,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11600000000
2/11/2025,2025,2,Makassar,684,301,27,12,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,>60,Simpang 4,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16640000000
12/24/2024,2024,12,Semarang,1022,157,24,22,Hujan,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,<40,Tikungan,Laki-laki,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,9490000000
6/15/2023,2023,6,Bekasi,682,364,24,18,Cerah,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Provinsi,Baik,40-60,Simpang Y,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/23/2025,2025,8,Makassar,865,405,20,9,Hujan,Pagi,Truk,Rem Blong,Jalan Kota,Berlubang,40-60,Tikungan,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
2/19/2025,2025,2,Bandung,635,365,28,38,Hujan,Malam,Bus,Kondisi Jalan,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,20410000000
3/31/2022,2022,3,Bekasi,421,381,22,8,Hujan,Dini Hari,Motor,Rem Blong,Jalan Provinsi,Rusak,40-60,Lurus,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/12/2022,2022,8,Jakarta Selatan,488,409,24,50,Cerah,Siang,Mobil,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Lurus,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
7/18/2023,2023,7,Jakarta Selatan,512,231,23,48,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,40-60,Simpang 4,Perempuan,>50,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,13660000000
1/23/2023,2023,1,Makassar,457,388,20,3,Cerah,Pagi,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Lurus,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20460000000
1/15/2024,2024,1,Jakarta Timur,554,198,24,65,Cerah,Malam,Mobil,Kondisi Jalan,Jalan Kota,Berlubang,<40,Tikungan,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12400000000
1/7/2023,2023,1,Medan,459,445,23,22,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang 4,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23840000000
7/11/2023,2023,7,Surabaya,516,233,26,7,Cerah,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Baik,>60,Lurus,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
5/19/2023,2023,5,Jakarta Selatan,454,430,28,51,Cerah,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
2/12/2024,2024,2,Bandung,605,430,23,11,Cerah,Malam,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Tikungan,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22870000000
4/3/2023,2023,4,Surabaya,503,240,25,14,Cerah,Dini Hari,Bus,Rem Blong,Jalan Kota,Baik,<40,Simpang T,Laki-laki,>50,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,13530000000
6/30/2024,2024,6,Jakarta Selatan,734,120,26,28,Cerah,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Simpang T,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7860000000
2/16/2023,2023,2,Palembang,474,208,21,10,Cerah,Dini Hari,Bus,Kondisi Jalan,Jalan Nasional,Baik,40-60,Simpang T,Laki-laki,17-25,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,11650000000
2/13/2023,2023,2,Yogyakarta,527,174,24,57,Hujan,Malam,Motor,Kelalaian Pengemudi,Jalan Provinsi,Baik,<40,Lurus,Perempuan,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/21/2022,2022,12,Palembang,774,417,24,9,Hujan,Dini Hari,Truk,Kecepatan Berlebih,Jalan Provinsi,Baik,>60,Tikungan,Perempuan,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/23/2025,2025,1,Makassar,700,236,21,13,Hujan,Pagi,Motor,Rem Blong,Jalan Nasional,Berlubang,40-60,Tikungan,Perempuan,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/6/2025,2025,1,Palembang,757,278,20,38,Cerah,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang 4,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15660000000
6/8/2022,2022,6,Semarang,615,342,28,23,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Simpang Y,Perempuan,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,18960000000
9/17/2023,2023,9,Bandung,606,222,22,6,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Simpang Y,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12320000000
12/30/2022,2022,12,Bekasi,704,121,27,35,Cerah,Siang,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Simpang Y,Perempuan,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/3/2022,2022,1,Medan,410,170,28,8,Hujan,Malam,Mobil,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang Y,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10060000000
4/3/2023,2023,4,Jakarta Timur,533,406,26,7,Hujan,Malam,Mobil,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Simpang Y,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21740000000
3/14/2023,2023,3,Bandung,464,204,29,12,Cerah,Siang,Bus,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Tikungan,Laki-laki,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,11890000000
12/17/2021,2021,12,Yogyakarta,648,321,22,30,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Nasional,Berlubang,<40,Simpang Y,Perempuan,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,17750000000
6/15/2021,2021,6,Yogyakarta,500,389,20,28,Hujan,Pagi,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21010000000
11/5/2022,2022,11,Palembang,418,389,20,34,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Provinsi,Baik,40-60,Simpang Y,Perempuan,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21130000000
